Date,Campaing_Name,Ad-group,Trip_id,Keyword,Impressions,Clicks,CTR,Cost,Conversion Rate
2018-02-16,Rodzinne wakacje,Oferty Specjalne 2018,29,dla dzieci,85751,12910,"15,06","1766,30","15,56"
2024-11-09,Luksusowe podróże,Last Minute 2024,25,relaks,92945,90802,"97,69","4955,40","13,25"
2018-02-25,Relaks i wellness,All Inclusive 2018,24,spa,11040,5427,"49,16","1742,74","28,42"
2017-11-13,Rodzinne wakacje,Nowe Destynacje 2017,15,dla dzieci,81870,20089,"24,54","2801,33","10,27"
2022-01-17,Wakacje z dziećmi,First Minute 2022,6,animacje dla dzieci,25954,21393,"82,43","2901,97","8,94"
2024-06-05,Przygoda i eksploracja,First Minute 2024,24,przygoda,29695,26739,"90,05","4221,89","13,74"
2023-04-19,Wakacje dla seniorów,Nowe Destynacje 2023,15,dla seniorów,89794,60268,"67,12","558,29","19,57"
2021-06-06,Luksusowe podróże,All Inclusive 2021,22,wysoki standard,97335,24419,"25,09","2224,36","23,43"
2019-11-20,Egzotyczne destynacje,Nowe Destynacje 2019,27,dzika przyroda,57027,5623,"9,86","3021,20","27,40"
2023-04-25,Rodzinne wakacje,First Minute 2023,8,rodzinne wakacje,94715,46237,"48,82","1114,87","15,71"
2021-03-12,Przygoda i eksploracja,All Inclusive 2021,19,przygoda,97180,81523,"83,89","4008,60","16,36"
2015-05-08,Przygoda i eksploracja,Last Minute 2015,2,egzotyka,70025,26633,"38,03","4439,72","27,92"
2020-08-24,Egzotyczne destynacje,Oferty Specjalne 2020,29,dzika przyroda,57405,8416,"14,66","3582,12","26,64"
2023-12-12,Luksusowe podróże,Nowe Destynacje 2023,14,luksusowe podróże,28554,25203,"88,26","2632,94","6,16"
2018-03-08,Rodzinne wakacje,Oferty Specjalne 2018,30,rodzinne wakacje,39852,13380,"33,57","190,22","29,07"
2020-02-19,Rodzinne wakacje,All Inclusive 2020,12,dla dzieci,9525,270,"2,83","2992,58","12,82"
2021-02-26,Wakacje budżetowe,Last Minute 2021,9,budżetowe wakacje,37307,1499,"4,02","1165,78","12,79"
2021-12-27,Wakacje z dziećmi,Nowe Destynacje 2021,8,dla dzieci,63952,22523,"35,22","4095,90","18,69"
2020-04-15,Rodzinne wakacje,Pakiety Wakacyjne 2020,1,dla dzieci,32747,9423,"28,78","4562,91","25,28"
2022-10-04,Luksusowe podróże,Oferty Specjalne 2022,26,wysoki standard,7061,6435,"91,13","4442,64","9,58"
2020-09-24,Wakacje budżetowe,Last Minute 2020,26,oferty specjalne,25326,911,"3,60","2679,99","7,03"
2023-06-29,Relaks i wellness,Oferty Specjalne 2023,12,joga,35234,4464,"12,67","2904,58","20,82"
2021-05-23,Luksusowe podróże,First Minute 2021,12,wysoki standard,88157,17345,"19,68","4037,27","14,38"
2018-12-28,Przygoda i eksploracja,Last Minute 2018,15,ekstremalne,67400,46225,"68,58","2761,63","7,57"
2022-01-03,Wakacje dla seniorów,First Minute 2022,30,relaks i wellness,27591,16888,"61,21","3626,56","25,86"
2022-08-22,Egzotyczne destynacje,Nowe Destynacje 2022,9,nieodkryte miejsca,3131,2879,"91,95","2218,54","7,67"
2016-09-03,Egzotyczne destynacje,Nowe Destynacje 2016,29,plaże,23124,4797,"20,74","3102,67","20,20"
2019-02-28,Wakacje dla par,All Inclusive 2019,26,relaks i wellness,56926,3755,"6,60","102,24","9,82"
2022-09-16,Egzotyczne destynacje,Pakiety Wakacyjne 2022,21,przygoda,38686,9218,"23,83","1164,02","25,35"
2018-06-13,Luksusowe podróże,Oferty Specjalne 2018,6,5-gwiazdek,42767,38371,"89,72","2460,48","23,13"
2018-07-24,Wakacje dla seniorów,Pakiety Wakacyjne 2018,22,relaks i wellness,6138,4909,"79,98","210,76","25,71"
2018-01-16,Przygoda i eksploracja,Pakiety Wakacyjne 2018,15,ekstremalne,47327,19378,"40,94","1950,24","2,11"
2021-07-27,Wakacje z dziećmi,Pakiety Wakacyjne 2021,19,animacje dla dzieci,29427,22777,"77,40","1270,74","21,13"
2015-08-08,Przygoda i eksploracja,Oferty Specjalne 2015,10,sport,62939,47790,"75,93","322,19","4,57"
2019-06-11,Egzotyczne destynacje,Pakiety Wakacyjne 2019,3,dzika przyroda,32762,8215,"25,07","3687,58","13,33"
2016-01-05,Rodzinne wakacje,First Minute 2016,17,rodzinne wakacje,70271,20974,"29,85","1848,07","13,90"
2022-04-01,Przygoda i eksploracja,Pakiety Wakacyjne 2022,20,przygoda,70171,31007,"44,19","4330,78","6,13"
2017-01-24,Egzotyczne destynacje,Pakiety Wakacyjne 2017,27,nieodkryte miejsca,77220,64000,"82,88","4196,54","7,72"
2022-04-18,Wakacje dla par,Nowe Destynacje 2022,21,luksusowe podróże,18577,7340,"39,51","4415,36","29,32"
2022-12-05,Wakacje dla seniorów,Last Minute 2022,5,dla seniorów,20006,12980,"64,88","3856,25","15,54"
2023-03-27,Wakacje dla seniorów,Pakiety Wakacyjne 2023,28,spokojne wakacje,58060,18480,"31,83","1263,92","9,94"
2019-05-24,Wakacje dla par,Nowe Destynacje 2019,5,romantyczne,23657,19071,"80,61","1440,72","4,16"
2015-04-11,Wakacje dla par,Nowe Destynacje 2015,12,romantyczne,88334,63167,"71,51","1484,65","5,09"
2017-05-19,Wakacje budżetowe,Last Minute 2017,24,budżetowe wakacje,46581,37801,"81,15","4188,40","7,49"
2021-12-04,Wakacje budżetowe,Oferty Specjalne 2021,27,budżetowe wakacje,22999,14867,"64,64","4460,24","28,82"
2015-03-19,Relaks i wellness,All Inclusive 2015,1,zdrowie,65044,35896,"55,19","145,90","7,56"
2018-01-31,Przygoda i eksploracja,Oferty Specjalne 2018,1,aktywne wakacje,53444,41544,"77,73","81,53","23,22"
2021-03-30,Przygoda i eksploracja,All Inclusive 2021,7,aktywne wakacje,47004,25135,"53,47","1776,65","2,63"
2023-06-26,Przygoda i eksploracja,Pakiety Wakacyjne 2023,22,egzotyka,5583,2514,"45,03","4266,51","3,99"
2021-09-10,Wakacje dla seniorów,Last Minute 2021,26,dla seniorów,52863,3392,"6,42","542,87","14,53"
2015-02-25,Przygoda i eksploracja,First Minute 2015,28,egzotyka,37942,1855,"4,89","4094,89","13,24"
2023-01-22,Wakacje dla seniorów,Last Minute 2023,24,relaks i wellness,67734,5108,"7,54","1119,56","27,85"
2020-11-22,Wakacje budżetowe,Last Minute 2020,6,oszczędne podróże,28361,3828,"13,50","3750,03","20,85"
2022-03-01,Wakacje budżetowe,Last Minute 2022,7,oferty specjalne,71036,1071,"1,51","3434,74","15,05"
2022-08-01,Wakacje z dziećmi,Pakiety Wakacyjne 2022,28,dla dzieci,79027,5679,"7,19","1380,38","0,64"
2015-06-09,Przygoda i eksploracja,Oferty Specjalne 2015,14,sport,6353,6283,"98,90","2237,18","26,88"
2020-08-25,Luksusowe podróże,Oferty Specjalne 2020,3,luksusowe podróże,55215,3610,"6,54","4423,82","4,39"
2016-12-04,Wakacje budżetowe,All Inclusive 2016,29,budżetowe wakacje,12685,828,"6,53","454,82","23,01"
2017-02-03,Wakacje dla seniorów,All Inclusive 2017,16,dla seniorów,32771,10400,"31,74","3028,74","22,97"
2023-12-05,Egzotyczne destynacje,Pakiety Wakacyjne 2023,4,plaże,14821,9118,"61,52","3995,09","29,29"
2018-04-08,Relaks i wellness,First Minute 2018,13,dla seniorów,86950,22691,"26,10","3995,28","3,36"
2021-01-10,Wakacje dla par,Pakiety Wakacyjne 2021,24,romantyczne,69505,24547,"35,32","1719,95","18,93"
2016-01-04,Wakacje z dziećmi,Oferty Specjalne 2016,12,dla dzieci,10634,1211,"11,39","466,92","22,29"
2019-11-05,Egzotyczne destynacje,Last Minute 2019,22,plaże,99195,84775,"85,46","1437,11","9,93"
2018-01-09,Wakacje dla par,Pakiety Wakacyjne 2018,10,relaks i wellness,16940,3544,"20,92","4631,83","15,28"
2021-06-27,Relaks i wellness,Nowe Destynacje 2021,2,relaks i wellness,74729,17651,"23,62","1298,64","17,79"
2019-02-26,Luksusowe podróże,Last Minute 2019,18,wysoki standard,83546,10213,"12,22","4465,75","23,71"
2019-03-16,Wakacje dla seniorów,Last Minute 2019,19,spokojne wakacje,87883,47098,"53,59","315,94","29,20"
2022-04-13,Wakacje dla par,All Inclusive 2022,23,luksusowe podróże,21823,3862,"17,70","1693,59","0,62"
2016-07-05,Wakacje budżetowe,Pakiety Wakacyjne 2016,17,oferty specjalne,2366,1748,"73,88","4239,85","14,83"
2021-08-04,Wakacje dla par,Pakiety Wakacyjne 2021,12,relaks i wellness,37461,1448,"3,87","4841,11","27,04"
2021-07-24,Wakacje budżetowe,Pakiety Wakacyjne 2021,15,oszczędne podróże,42500,33871,"79,70","3494,34","10,84"
2020-06-12,Rodzinne wakacje,All Inclusive 2020,14,dla dzieci,20899,5340,"25,55","4488,93","20,79"
2019-08-16,Wakacje budżetowe,First Minute 2019,19,oferty specjalne,58063,50075,"86,24","2767,41","28,90"
2017-02-05,Egzotyczne destynacje,Last Minute 2017,27,eksploracja,43075,28381,"65,89","2725,06","19,34"
2019-12-05,Egzotyczne destynacje,Pakiety Wakacyjne 2019,13,dzika przyroda,86311,13215,"15,31","2726,68","26,37"
2017-06-02,Wakacje dla seniorów,Nowe Destynacje 2017,28,spokojne wakacje,84887,54301,"63,97","4124,50","25,40"
2015-02-08,Egzotyczne destynacje,First Minute 2015,21,egzotyczne destynacje,38475,3979,"10,34","292,77","13,79"
2019-03-13,Rodzinne wakacje,Pakiety Wakacyjne 2019,14,rodzinne wakacje,41335,41147,"99,55","3540,04","20,97"
2024-08-11,Przygoda i eksploracja,All Inclusive 2024,23,egzotyka,93609,26948,"28,79","3502,00","29,89"
2020-01-22,Wakacje dla seniorów,Oferty Specjalne 2020,1,spokojne wakacje,82517,10555,"12,79","2442,48","22,35"
2021-01-23,Rodzinne wakacje,Nowe Destynacje 2021,2,dla dzieci,6624,4783,"72,21","2178,45","11,92"
2016-01-01,Luksusowe podróże,All Inclusive 2016,26,luksusowe podróże,21280,13006,"61,12","157,75","9,34"
2016-05-16,Wakacje dla seniorów,Nowe Destynacje 2016,26,relaks i wellness,35129,23236,"66,14","3766,03","12,35"
2022-10-06,Relaks i wellness,Nowe Destynacje 2022,10,relaks i wellness,21276,9106,"42,80","3008,95","11,48"
2017-03-11,Rodzinne wakacje,Last Minute 2017,14,dla dzieci,97528,7559,"7,75","2816,61","25,49"
2016-01-18,Wakacje budżetowe,Oferty Specjalne 2016,4,oszczędne podróże,84588,74896,"88,54","4963,63","2,88"
2018-05-24,Luksusowe podróże,Last Minute 2018,25,luksusowe podróże,48783,34524,"70,77","371,18","8,03"
2024-03-26,Egzotyczne destynacje,Last Minute 2024,25,plaże,32446,5523,"17,02","3199,19","15,64"
2018-01-31,Przygoda i eksploracja,Oferty Specjalne 2018,19,aktywne wakacje,10582,10069,"95,15","4061,68","3,15"
2018-06-05,Relaks i wellness,Nowe Destynacje 2018,27,joga,16541,1596,"9,65","2328,87","0,60"
2016-07-22,Relaks i wellness,First Minute 2016,14,dla seniorów,8122,6837,"84,18","1343,83","18,85"
2019-07-22,Luksusowe podróże,Last Minute 2019,22,wysoki standard,43026,16162,"37,56","96,42","3,25"
2022-12-18,Wakacje budżetowe,Nowe Destynacje 2022,15,budżetowe wakacje,7442,6693,"89,94","4106,28","13,33"
2024-07-31,Rodzinne wakacje,Pakiety Wakacyjne 2024,15,dla dzieci,42438,13315,"31,38","2789,45","18,13"
2017-05-01,Wakacje z dziećmi,Oferty Specjalne 2017,23,animacje dla dzieci,20685,3509,"16,96","1528,48","3,95"
2023-05-05,Wakacje budżetowe,Pakiety Wakacyjne 2023,29,oferty specjalne,7098,1491,"21,01","2811,44","25,84"
2021-06-02,Relaks i wellness,First Minute 2021,22,dla seniorów,38155,1648,"4,32","1053,79","11,86"
2020-04-15,Wakacje dla seniorów,First Minute 2020,29,relaks i wellness,83203,65847,"79,14","4453,26","0,81"
2023-07-21,Przygoda i eksploracja,Pakiety Wakacyjne 2023,15,aktywne wakacje,88130,29045,"32,96","892,83","15,71"
2017-12-22,Przygoda i eksploracja,First Minute 2017,22,przygoda,63651,7634,"11,99","4844,11","23,69"
2021-01-21,Egzotyczne destynacje,Last Minute 2021,18,eksploracja,84170,60621,"72,02","3250,41","7,06"
2021-08-04,Przygoda i eksploracja,All Inclusive 2021,25,egzotyka,77074,61119,"79,30","3371,07","21,01"
2022-06-12,Luksusowe podróże,First Minute 2022,8,relaks,96833,21565,"22,27","955,03","20,04"
2019-02-06,Wakacje budżetowe,All Inclusive 2019,14,oszczędne podróże,29131,25026,"85,91","3110,49","24,31"
2021-04-06,Wakacje budżetowe,Nowe Destynacje 2021,28,budżetowe wakacje,6326,774,"12,24","71,38","23,40"
2015-09-20,Wakacje dla par,Nowe Destynacje 2015,12,dla par,74687,31263,"41,86","1747,08","29,78"
2020-09-29,Egzotyczne destynacje,Last Minute 2020,30,plaże,64811,2968,"4,58","206,31","7,56"
2018-04-17,Relaks i wellness,All Inclusive 2018,5,dla seniorów,34194,17569,"51,38","4164,77","26,29"
2020-04-17,Wakacje z dziećmi,All Inclusive 2020,9,dla dzieci,44831,34881,"77,81","3407,70","2,15"
2020-01-26,Relaks i wellness,Last Minute 2020,17,dla seniorów,38671,10527,"27,22","2394,68","2,04"
2016-07-18,Relaks i wellness,Oferty Specjalne 2016,11,joga,11422,10683,"93,53","2938,84","8,83"
2020-11-03,Wakacje z dziećmi,Nowe Destynacje 2020,9,animacje dla dzieci,20856,15268,"73,21","1741,37","0,72"
2023-05-18,Wakacje dla par,All Inclusive 2023,8,relaks i wellness,25786,19905,"77,19","3596,57","0,57"
2016-08-03,Wakacje dla par,Oferty Specjalne 2016,5,dla par,58472,31034,"53,07","2048,57","17,08"
2018-01-04,Wakacje dla seniorów,All Inclusive 2018,23,spokojne wakacje,2509,253,"10,08","598,66","15,21"
2023-12-08,Przygoda i eksploracja,All Inclusive 2023,28,przygoda,85437,16492,"19,30","2561,23","0,85"
2020-02-29,Wakacje dla par,Last Minute 2020,22,luksusowe podróże,29969,2697,"9,00","4499,21","3,81"
2015-07-19,Przygoda i eksploracja,First Minute 2015,16,aktywne wakacje,74237,32408,"43,65","492,26","28,03"
2023-08-31,Przygoda i eksploracja,All Inclusive 2023,28,ekstremalne,4860,2938,"60,45","1824,57","3,14"
2016-12-19,Rodzinne wakacje,All Inclusive 2016,24,dla dzieci,78570,12824,"16,32","3691,26","23,44"
2023-10-07,Rodzinne wakacje,First Minute 2023,23,rodzinne wakacje,58630,41502,"70,79","2837,09","25,28"
2017-03-19,Luksusowe podróże,Pakiety Wakacyjne 2017,7,relaks,26086,8529,"32,70","1661,73","9,20"
2021-01-11,Wakacje z dziećmi,First Minute 2021,3,animacje dla dzieci,34047,29895,"87,81","4752,20","13,57"
2016-08-28,Wakacje dla par,Last Minute 2016,26,dla par,60162,37438,"62,23","3201,84","3,76"
2017-12-01,Wakacje dla seniorów,Oferty Specjalne 2017,23,dla seniorów,99080,89584,"90,42","1649,68","11,94"
2024-03-26,Wakacje z dziećmi,Nowe Destynacje 2024,15,dla dzieci,28386,27419,"96,59","411,37","22,51"
2023-06-29,Rodzinne wakacje,Pakiety Wakacyjne 2023,23,dla dzieci,45530,32406,"71,18","64,90","23,60"
2024-08-06,Relaks i wellness,Last Minute 2024,6,relaks i wellness,41028,30561,"74,49","654,57","5,13"
2020-07-12,Relaks i wellness,All Inclusive 2020,14,relaks i wellness,26818,13586,"50,66","747,65","10,06"
2017-01-23,Luksusowe podróże,Pakiety Wakacyjne 2017,8,relaks,55507,42538,"76,64","1742,72","23,58"
2018-10-18,Egzotyczne destynacje,Oferty Specjalne 2018,24,plaże,98827,50682,"51,28","3940,60","23,34"
2024-10-20,Wakacje budżetowe,Pakiety Wakacyjne 2024,5,budżetowe wakacje,88723,67171,"75,71","4952,70","3,74"
2015-12-01,Luksusowe podróże,Last Minute 2015,23,relaks,83041,7074,"8,52","4222,62","14,03"
2017-10-07,Wakacje budżetowe,Pakiety Wakacyjne 2017,4,oferty specjalne,94233,25373,"26,93","3831,03","3,35"
2024-03-24,Wakacje dla seniorów,Last Minute 2024,6,relaks i wellness,99530,68833,"69,16","2874,65","15,52"
2021-08-04,Egzotyczne destynacje,Nowe Destynacje 2021,26,przygoda,2675,592,"22,13","1594,38","2,44"
2015-12-04,Rodzinne wakacje,First Minute 2015,11,dla dzieci,83853,4405,"5,25","1123,65","6,06"
2020-03-25,Egzotyczne destynacje,Oferty Specjalne 2020,30,nieodkryte miejsca,83166,11832,"14,23","534,58","25,12"
2021-05-31,Wakacje z dziećmi,Last Minute 2021,16,animacje dla dzieci,56449,40658,"72,03","3558,23","9,22"
2018-02-03,Wakacje z dziećmi,Pakiety Wakacyjne 2018,21,dla dzieci,16194,8488,"52,41","4209,75","17,14"
2021-10-20,Wakacje dla seniorów,Oferty Specjalne 2021,30,dla seniorów,91601,48096,"52,51","1579,91","23,66"
2017-10-15,Luksusowe podróże,Last Minute 2017,23,wysoki standard,57197,15632,"27,33","488,76","9,99"
2016-07-06,Rodzinne wakacje,Last Minute 2016,27,dla dzieci,16588,15211,"91,70","3679,55","13,69"
2017-02-25,Wakacje dla seniorów,Oferty Specjalne 2017,15,relaks i wellness,22792,21945,"96,28","3291,90","7,41"
2024-10-10,Luksusowe podróże,First Minute 2024,6,5-gwiazdek,96869,3921,"4,05","56,26","19,05"
2017-11-28,Wakacje budżetowe,Oferty Specjalne 2017,17,oferty specjalne,4346,2812,"64,70","1316,58","23,63"
2016-10-03,Wakacje budżetowe,All Inclusive 2016,25,oszczędne podróże,64468,33236,"51,55","3478,55","15,52"
2021-07-18,Wakacje dla seniorów,Oferty Specjalne 2021,12,dla seniorów,18979,4750,"25,03","4522,57","15,73"
2016-04-02,Egzotyczne destynacje,First Minute 2016,23,egzotyczne destynacje,21298,12068,"56,66","3447,76","9,75"
2024-07-28,Wakacje dla seniorów,First Minute 2024,25,spokojne wakacje,48386,3902,"8,06","4861,53","3,06"
2016-03-12,Wakacje dla par,Oferty Specjalne 2016,14,luksusowe podróże,93095,64116,"68,87","1800,04","1,15"
2020-05-05,Wakacje z dziećmi,Pakiety Wakacyjne 2020,2,rodzinne wakacje,44177,5452,"12,34","1079,50","5,94"
2022-01-04,Relaks i wellness,Last Minute 2022,17,zdrowie,56003,45460,"81,17","560,37","23,79"
2017-05-05,Wakacje z dziećmi,All Inclusive 2017,15,dla dzieci,44346,6855,"15,46","2755,53","9,34"
2019-11-24,Wakacje z dziećmi,First Minute 2019,12,dla dzieci,7964,7408,"93,02","498,01","28,24"
2021-08-30,Wakacje dla par,Last Minute 2021,15,luksusowe podróże,81919,37528,"45,81","1980,61","21,94"
2016-07-19,Egzotyczne destynacje,Pakiety Wakacyjne 2016,27,plaże,89747,74959,"83,52","4168,53","18,28"
2016-04-07,Wakacje dla par,All Inclusive 2016,12,relaks i wellness,55902,38531,"68,93","1512,49","12,36"
2023-04-09,Wakacje z dziećmi,Oferty Specjalne 2023,22,rodzinne wakacje,65330,20875,"31,95","540,04","14,86"
2019-05-22,Wakacje budżetowe,Pakiety Wakacyjne 2019,27,oszczędne podróże,1607,460,"28,62","4207,03","13,58"
2017-02-08,Relaks i wellness,All Inclusive 2017,22,spa,43703,2167,"4,96","3044,60","6,38"
2019-12-21,Przygoda i eksploracja,Nowe Destynacje 2019,11,ekstremalne,40180,22357,"55,64","3470,27","4,67"
2015-05-10,Przygoda i eksploracja,Nowe Destynacje 2015,22,przygoda,1426,700,"49,09","2546,21","1,33"
2017-02-24,Wakacje dla seniorów,All Inclusive 2017,23,dla seniorów,24644,5686,"23,07","4569,65","11,08"
2021-09-25,Wakacje dla seniorów,Nowe Destynacje 2021,19,spokojne wakacje,65388,4737,"7,24","1784,42","17,32"
2024-06-23,Relaks i wellness,Pakiety Wakacyjne 2024,25,dla seniorów,34685,20613,"59,43","2040,60","5,63"
2024-12-15,Wakacje budżetowe,Oferty Specjalne 2024,20,oszczędne podróże,47324,25790,"54,50","4255,32","4,69"
2018-06-28,Wakacje budżetowe,Last Minute 2018,28,budżetowe wakacje,6096,5455,"89,48","3605,34","11,49"
2021-10-23,Egzotyczne destynacje,Pakiety Wakacyjne 2021,18,nieodkryte miejsca,12661,7492,"59,17","3461,72","14,52"
2023-04-07,Wakacje dla seniorów,Last Minute 2023,21,spokojne wakacje,3304,830,"25,12","3356,42","22,03"
2015-09-14,Wakacje z dziećmi,All Inclusive 2015,20,dla dzieci,72297,40806,"56,44","3539,74","13,18"
2023-01-13,Rodzinne wakacje,Nowe Destynacje 2023,23,rodzinne wakacje,48705,12849,"26,38","4275,13","2,99"
2021-04-19,Wakacje z dziećmi,First Minute 2021,1,rodzinne wakacje,75987,42240,"55,59","4363,80","13,74"
2016-09-25,Wakacje dla seniorów,First Minute 2016,6,dla seniorów,83293,57986,"69,62","3032,67","20,18"
2015-04-10,Wakacje z dziećmi,Pakiety Wakacyjne 2015,7,animacje dla dzieci,6087,1351,"22,19","4515,40","16,10"
2016-02-17,Wakacje dla par,Last Minute 2016,11,dla par,51026,41139,"80,62","1504,26","4,36"
2023-02-21,Rodzinne wakacje,Oferty Specjalne 2023,1,rodzinne wakacje,77912,70475,"90,45","2409,39","27,36"
2015-08-03,Wakacje dla seniorów,Pakiety Wakacyjne 2015,22,spokojne wakacje,13672,718,"5,25","3535,36","21,20"
2023-10-20,Przygoda i eksploracja,Last Minute 2023,7,sport,28749,17601,"61,22","4350,30","19,44"
2022-01-24,Luksusowe podróże,Pakiety Wakacyjne 2022,10,wysoki standard,87453,32582,"37,26","623,52","17,32"
2019-07-20,Luksusowe podróże,Nowe Destynacje 2019,30,luksusowe podróże,75924,18231,"24,01","1813,03","9,21"
2018-10-19,Wakacje z dziećmi,All Inclusive 2018,30,rodzinne wakacje,39053,19260,"49,32","1118,69","26,10"
2015-07-19,Luksusowe podróże,Last Minute 2015,19,relaks,29016,14334,"49,40","3187,66","2,63"
2024-02-01,Luksusowe podróże,Last Minute 2024,1,wysoki standard,86224,41431,"48,05","4349,17","2,54"
2019-12-03,Wakacje dla seniorów,Oferty Specjalne 2019,3,dla seniorów,27888,10633,"38,13","4311,34","16,74"
2021-12-30,Przygoda i eksploracja,First Minute 2021,9,ekstremalne,32967,12787,"38,79","4028,00","20,64"
2024-06-21,Wakacje dla par,First Minute 2024,1,romantyczne,30908,2922,"9,45","4994,30","25,65"
2017-09-29,Rodzinne wakacje,Pakiety Wakacyjne 2017,29,dla dzieci,58138,10597,"18,23","3536,40","29,76"
2021-01-07,Wakacje dla par,Last Minute 2021,7,dla par,81492,54883,"67,35","2022,70","28,75"
2022-09-21,Wakacje budżetowe,Nowe Destynacje 2022,19,oferty specjalne,64595,17452,"27,02","4478,21","4,22"
2016-09-25,Wakacje budżetowe,Nowe Destynacje 2016,8,oferty specjalne,69442,5579,"8,03","632,30","5,35"
2024-04-11,Wakacje dla seniorów,Nowe Destynacje 2024,18,dla seniorów,41199,19343,"46,95","1986,30","18,84"
2020-06-29,Wakacje z dziećmi,Pakiety Wakacyjne 2020,13,rodzinne wakacje,47764,5158,"10,80","1030,88","27,36"
2024-08-15,Wakacje dla seniorów,All Inclusive 2024,4,relaks i wellness,49949,12055,"24,13","1387,83","20,32"
2016-10-24,Wakacje dla par,Last Minute 2016,5,romantyczne,60002,58890,"98,15","1245,78","8,31"
2020-02-01,Egzotyczne destynacje,All Inclusive 2020,8,plaże,49260,16186,"32,86","1001,55","23,04"
2021-05-17,Wakacje dla par,Nowe Destynacje 2021,13,relaks i wellness,94167,65977,"70,06","1023,93","6,82"
2016-05-09,Wakacje z dziećmi,Nowe Destynacje 2016,15,animacje dla dzieci,95459,71039,"74,42","2770,35","19,90"
2024-06-15,Luksusowe podróże,Nowe Destynacje 2024,3,luksusowe podróże,50559,38715,"76,57","1944,06","27,65"
2024-06-07,Wakacje dla seniorów,First Minute 2024,8,dla seniorów,68261,24477,"35,86","4230,15","9,70"
2024-11-12,Luksusowe podróże,Pakiety Wakacyjne 2024,28,luksusowe podróże,71901,3720,"5,17","4301,48","8,57"
2015-03-17,Egzotyczne destynacje,First Minute 2015,14,nieodkryte miejsca,20755,7699,"37,09","1415,79","3,68"
2024-03-31,Wakacje dla par,First Minute 2024,8,dla par,68996,25692,"37,24","2642,04","18,31"
2020-05-28,Wakacje budżetowe,Oferty Specjalne 2020,19,oferty specjalne,22401,4377,"19,54","1519,68","20,33"
2022-04-03,Przygoda i eksploracja,All Inclusive 2022,3,ekstremalne,95120,60389,"63,49","3952,07","4,09"
2024-02-18,Wakacje dla seniorów,All Inclusive 2024,27,dla seniorów,50913,24533,"48,19","2004,05","27,84"
2019-03-28,Wakacje z dziećmi,Pakiety Wakacyjne 2019,28,animacje dla dzieci,43749,19218,"43,93","2046,22","17,20"
2015-10-19,Wakacje dla seniorów,Last Minute 2015,29,dla seniorów,12789,6244,"48,82","1813,21","25,52"
2023-07-20,Wakacje dla par,Nowe Destynacje 2023,11,dla par,98238,80882,"82,33","2224,82","28,51"
2023-09-08,Przygoda i eksploracja,All Inclusive 2023,30,sport,13556,719,"5,30","1547,25","9,02"
2024-07-30,Wakacje dla par,Pakiety Wakacyjne 2024,1,relaks i wellness,56017,9574,"17,09","1540,63","10,28"
2019-02-28,Wakacje dla par,First Minute 2019,25,luksusowe podróże,63818,4092,"6,41","2561,71","17,99"
2019-04-19,Relaks i wellness,Nowe Destynacje 2019,14,spa,80354,56316,"70,08","2619,15","5,85"
2020-11-05,Wakacje budżetowe,Nowe Destynacje 2020,15,oszczędne podróże,7923,5584,"70,48","2096,99","3,00"
2015-06-24,Wakacje z dziećmi,Oferty Specjalne 2015,26,rodzinne wakacje,56746,51819,"91,32","3845,92","21,23"
2016-01-09,Wakacje budżetowe,First Minute 2016,10,oszczędne podróże,87268,48854,"55,98","2591,14","23,80"
2018-01-05,Relaks i wellness,Oferty Specjalne 2018,1,joga,85336,60001,"70,31","1941,66","5,51"
2018-01-29,Relaks i wellness,Nowe Destynacje 2018,26,spa,34319,20266,"59,05","4535,23","28,04"
2016-04-02,Przygoda i eksploracja,Nowe Destynacje 2016,29,aktywne wakacje,50771,44245,"87,15","4504,29","18,46"
2015-08-10,Przygoda i eksploracja,Last Minute 2015,7,sport,93804,80863,"86,20","3634,80","17,39"
2024-06-13,Wakacje dla par,Last Minute 2024,9,luksusowe podróże,53125,36875,"69,41","4830,36","17,18"
2024-10-17,Przygoda i eksploracja,Nowe Destynacje 2024,5,aktywne wakacje,73380,3786,"5,16","2810,49","16,27"
2024-06-25,Relaks i wellness,Nowe Destynacje 2024,16,spa,52093,10923,"20,97","713,51","28,89"
2016-05-12,Wakacje z dziećmi,Nowe Destynacje 2016,11,rodzinne wakacje,25771,12317,"47,79","4066,86","2,30"
2019-03-30,Przygoda i eksploracja,Last Minute 2019,7,aktywne wakacje,41922,12519,"29,86","551,37","6,40"
2016-12-30,Przygoda i eksploracja,Last Minute 2016,8,ekstremalne,44801,36174,"80,74","2376,10","26,39"
2018-06-29,Wakacje dla par,All Inclusive 2018,20,romantyczne,53708,40110,"74,68","2658,65","23,10"
2021-07-21,Wakacje budżetowe,First Minute 2021,26,oszczędne podróże,74108,15119,"20,40","697,72","9,78"
2020-03-24,Relaks i wellness,Pakiety Wakacyjne 2020,1,relaks i wellness,24354,5757,"23,64","4642,61","7,96"
2018-10-01,Luksusowe podróże,Pakiety Wakacyjne 2018,17,5-gwiazdek,21916,8515,"38,85","4992,46","19,26"
2023-12-02,Wakacje dla seniorów,First Minute 2023,27,spokojne wakacje,71757,17069,"23,79","2642,27","25,70"
2015-10-20,Egzotyczne destynacje,Pakiety Wakacyjne 2015,7,eksploracja,3257,2040,"62,63","452,94","16,00"
